time_iso8601,stars_cumulative
2024-11-18 00:00:00+00:00,102
2024-11-20 00:00:00+00:00,103
2024-11-27 00:00:00+00:00,104
2024-11-28 00:00:00+00:00,105
2024-11-30 00:00:00+00:00,106
2024-12-02 00:00:00+00:00,107
2024-12-03 00:00:00+00:00,108
2024-12-06 00:00:00+00:00,112
2024-12-10 00:00:00+00:00,113
2024-12-11 00:00:00+00:00,115
2024-12-16 00:00:00+00:00,116
2024-12-24 00:00:00+00:00,117
2024-12-25 00:00:00+00:00,118
2024-12-26 00:00:00+00:00,119
2024-12-30 00:00:00+00:00,120
2025-01-04 00:00:00+00:00,121
2025-01-07 00:00:00+00:00,122
2025-01-09 00:00:00+00:00,123
2025-01-10 00:00:00+00:00,124
2025-01-13 00:00:00+00:00,125
2025-01-14 00:00:00+00:00,126
2025-01-18 00:00:00+00:00,127
2025-02-01 00:00:00+00:00,128
2025-02-08 00:00:00+00:00,129
2025-02-27 00:00:00+00:00,130
2025-03-02 00:00:00+00:00,131
2025-03-03 00:00:00+00:00,132
2025-03-04 00:00:00+00:00,133
2025-03-05 00:00:00+00:00,134
2025-03-07 00:00:00+00:00,135
2025-03-08 00:00:00+00:00,136
2025-03-12 00:00:00+00:00,138
2025-03-13 00:00:00+00:00,140
2025-03-15 00:00:00+00:00,141
2025-03-18 00:00:00+00:00,142
2025-03-20 00:00:00+00:00,143
2025-03-26 00:00:00+00:00,144
2025-04-02 00:00:00+00:00,146
2025-04-03 00:00:00+00:00,147
2025-04-07 00:00:00+00:00,149
2025-04-12 00:00:00+00:00,151
2025-04-14 00:00:00+00:00,152
2025-04-16 00:00:00+00:00,153
2025-04-17 00:00:00+00:00,155
2025-04-18 00:00:00+00:00,156
2025-04-21 00:00:00+00:00,157
2025-04-22 00:00:00+00:00,159
2025-04-29 00:00:00+00:00,160
2025-05-05 00:00:00+00:00,161
2025-05-13 00:00:00+00:00,162
2025-05-14 00:00:00+00:00,163
2025-05-15 00:00:00+00:00,164
2025-05-16 00:00:00+00:00,165
2025-05-29 00:00:00+00:00,166
2025-06-06 00:00:00+00:00,167
2025-06-09 00:00:00+00:00,168
2025-06-12 00:00:00+00:00,169
2025-06-16 00:00:00+00:00,170
2025-06-22 00:00:00+00:00,171
2025-06-25 00:00:00+00:00,172
2025-07-02 00:00:00+00:00,177
2025-07-04 00:00:00+00:00,178
2025-07-07 00:00:00+00:00,179
2025-07-08 00:00:00+00:00,180
2025-07-10 00:00:00+00:00,181
2025-07-11 00:00:00+00:00,182
2025-07-15 00:00:00+00:00,183
2025-07-17 00:00:00+00:00,184
2025-07-20 00:00:00+00:00,185
2025-07-21 00:00:00+00:00,188
2025-07-22 00:00:00+00:00,189
2025-07-26 00:00:00+00:00,190
2025-07-28 00:00:00+00:00,191
2025-07-29 00:00:00+00:00,192
2025-07-31 00:00:00+00:00,193
2025-08-01 00:00:00+00:00,194
2025-08-04 00:00:00+00:00,195
2025-08-10 00:00:00+00:00,196
2025-08-12 00:00:00+00:00,197
2025-08-13 00:00:00+00:00,198
2025-08-14 00:00:00+00:00,199
2025-08-26 00:00:00+00:00,201
2025-08-27 00:00:00+00:00,202
2025-08-28 00:00:00+00:00,203
2025-08-31 00:00:00+00:00,205
2025-09-01 00:00:00+00:00,206
2025-09-02 00:00:00+00:00,208
2025-09-04 00:00:00+00:00,209
2025-09-10 00:00:00+00:00,210
2025-09-12 00:00:00+00:00,211
2025-09-13 00:00:00+00:00,212
2025-09-15 00:00:00+00:00,213
2025-09-16 00:00:00+00:00,214
2025-09-17 00:00:00+00:00,215
2025-09-20 00:00:00+00:00,216
2025-09-22 00:00:00+00:00,217
2025-09-26 00:00:00+00:00,218
2025-09-28 00:00:00+00:00,219
2025-09-30 00:00:00+00:00,221
2025-10-07 00:00:00+00:00,223
2025-10-08 00:00:00+00:00,224
2025-10-10 00:00:00+00:00,225
2025-10-11 00:00:00+00:00,226
2025-10-13 00:00:00+00:00,228
2025-10-14 00:00:00+00:00,232
2025-10-15 00:00:00+00:00,233
2025-10-16 00:00:00+00:00,234
2025-10-18 00:00:00+00:00,235
2025-10-19 00:00:00+00:00,236
2025-10-20 00:00:00+00:00,238
2025-10-21 00:00:00+00:00,239
2025-10-23 00:00:00+00:00,241
2025-10-24 00:00:00+00:00,242
2025-10-25 00:00:00+00:00,243
2025-10-27 00:00:00+00:00,244
2025-10-28 00:00:00+00:00,245
2025-10-29 00:00:00+00:00,246
2025-11-04 00:00:00+00:00,247
2025-11-05 00:00:00+00:00,248
2025-11-06 00:00:00+00:00,249
2025-11-14 00:00:00+00:00,250
2025-11-15 00:00:00+00:00,251
2025-11-17 00:00:00+00:00,253
2025-12-02 00:00:00+00:00,254
2025-12-05 00:00:00+00:00,255
