referrer,views_total,views_unique
github.com,2789,449
Google,1445,516
Bing,357,84
jimmysong.io,64,42
linkedin.com,51,9
link.zhihu.com,39,23
statics.teams.cdn.office.net,35,21
bgithub.xyz,34,2
Baidu,29,20
search.brave.com,21,5
