time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-09 00:00:00+00:00,612,215,1152,230
2026-05-10 00:00:00+00:00,68,56,206,76
2026-05-11 00:00:00+00:00,644,96,609,222
2026-05-12 00:00:00+00:00,231,76,837,231
2026-05-13 00:00:00+00:00,211,87,843,237
2026-05-14 00:00:00+00:00,209,81,853,251
2026-05-15 00:00:00+00:00,494,149,696,200
2026-05-16 00:00:00+00:00,44,35,130,61
2026-05-17 00:00:00+00:00,86,50,162,81
2026-05-18 00:00:00+00:00,252,116,685,226
2026-05-19 00:00:00+00:00,1226,260,858,202
2026-05-20 00:00:00+00:00,758,204,847,213
2026-05-21 00:00:00+00:00,274,113,589,196
2026-05-22 00:00:00+00:00,266,123,858,251
