referrer,views_total,views_unique
github.com,8138,955
Google,1850,636
Bing,227,80
cncf.io,132,41
linkedin.com,84,28
Baidu,55,31
chatgpt.com,43,16
search.brave.com,33,11
com.linkedin.android,25,22
jimmysong.io,24,12
