time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-14 00:00:00+00:00,2700,315,901,280
2026-07-15 00:00:00+00:00,2221,292,766,215
2026-07-16 00:00:00+00:00,1831,315,914,281
2026-07-17 00:00:00+00:00,2704,312,1143,233
2026-07-18 00:00:00+00:00,1484,272,433,124
2026-07-19 00:00:00+00:00,1358,334,346,146
2026-07-20 00:00:00+00:00,1890,361,1297,295
2026-07-21 00:00:00+00:00,3572,336,895,242
2026-07-22 00:00:00+00:00,1440,333,773,205
2026-07-23 00:00:00+00:00,1949,285,753,238
2026-07-24 00:00:00+00:00,2696,324,939,232
2026-07-25 00:00:00+00:00,3729,222,342,122
2026-07-26 00:00:00+00:00,1331,236,311,96
2026-07-27 00:00:00+00:00,1337,350,1310,323
