referrer,views_total,views_unique
github.com,2760,430
Google,1489,522
Bing,334,75
jimmysong.io,63,41
linkedin.com,53,11
link.zhihu.com,45,25
statics.teams.cdn.office.net,34,20
Baidu,29,20
search.brave.com,23,7
theriseunion.com,22,17
