time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-20 00:00:00+00:00,23,21,670,207
2026-03-21 00:00:00+00:00,20,18,215,74
2026-03-22 00:00:00+00:00,17,14,196,81
2026-03-23 00:00:00+00:00,97,59,970,281
2026-03-24 00:00:00+00:00,46,24,1162,310
2026-03-25 00:00:00+00:00,113,49,1013,271
2026-03-26 00:00:00+00:00,219,69,1039,315
2026-03-27 00:00:00+00:00,80,31,1023,300
2026-03-28 00:00:00+00:00,47,23,300,129
2026-03-29 00:00:00+00:00,68,35,266,120
2026-03-30 00:00:00+00:00,185,101,1111,293
2026-03-31 00:00:00+00:00,247,84,1049,277
2026-04-01 00:00:00+00:00,132,44,992,258
2026-04-02 00:00:00+00:00,213,67,993,236
