time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,158,46,1331,330
2025-11-05 00:00:00+00:00,288,59,1338,306
2025-11-06 00:00:00+00:00,323,78,1598,316
2025-11-07 00:00:00+00:00,179,59,1064,258
2025-11-08 00:00:00+00:00,42,24,365,148
2025-11-09 00:00:00+00:00,53,32,265,142
2025-11-10 00:00:00+00:00,66,28,1165,289
2025-11-11 00:00:00+00:00,151,25,1075,317
2025-11-12 00:00:00+00:00,138,42,1315,310
2025-11-13 00:00:00+00:00,134,36,940,289
2025-11-14 00:00:00+00:00,32,25,736,218
2025-11-15 00:00:00+00:00,32,16,299,97
2025-11-16 00:00:00+00:00,13,12,161,86
2025-11-17 00:00:00+00:00,150,48,1054,301
