time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-27 00:00:00+00:00,46,26,343,131
2025-12-28 00:00:00+00:00,13,12,244,99
2025-12-29 00:00:00+00:00,84,47,1080,303
2025-12-30 00:00:00+00:00,61,38,730,223
2025-12-31 00:00:00+00:00,21,16,750,208
2026-01-01 00:00:00+00:00,27,16,145,72
2026-01-02 00:00:00+00:00,20,18,152,85
2026-01-03 00:00:00+00:00,18,15,121,70
2026-01-04 00:00:00+00:00,108,54,797,233
2026-01-05 00:00:00+00:00,136,45,1241,338
2026-01-06 00:00:00+00:00,69,29,1109,292
2026-01-07 00:00:00+00:00,170,46,1027,315
2026-01-08 00:00:00+00:00,180,46,949,280
2026-01-09 00:00:00+00:00,226,85,1154,341
