referrer,views_total,views_unique
github.com,2169,494
Google,848,408
Bing,143,65
Baidu,56,20
linkedin.com,39,27
t.co,33,26
cncf.io,30,20
doubao.com,24,10
statics.teams.cdn.office.net,20,13
link.zhihu.com,20,12
