referrer,views_total,views_unique
github.com,1873,254
Google,1523,469
Bing,281,73
Baidu,126,32
link.zhihu.com,63,24
c.100credit.cn,62,1
dynamia.ai,40,5
theriseunion.com,39,24
bgithub.xyz,32,2
qianwen.com,30,7
