referrer,views_total,views_unique
github.com,1985,451
Google,840,479
Bing,160,66
Baidu,71,26
chatgpt.com,37,19
doubao.com,25,7
cncf.io,23,8
link.zhihu.com,22,13
theriseunion.com,20,14
linkedin.com,20,12
