referrer,views_total,views_unique
github.com,2494,455
Google,1510,516
Bing,362,80
jimmysong.io,83,56
link.zhihu.com,55,25
Baidu,34,20
bgithub.xyz,34,2
statics.teams.cdn.office.net,28,18
search.brave.com,26,6
doubao.com,26,5
