time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-05 00:00:00+00:00,21,18,174,67
2026-04-06 00:00:00+00:00,40,23,301,107
2026-04-07 00:00:00+00:00,96,33,896,258
2026-04-08 00:00:00+00:00,159,38,1071,254
2026-04-09 00:00:00+00:00,401,98,965,291
2026-04-10 00:00:00+00:00,241,75,1273,389
2026-04-11 00:00:00+00:00,531,27,322,178
2026-04-12 00:00:00+00:00,120,51,462,158
2026-04-13 00:00:00+00:00,369,117,979,276
2026-04-14 00:00:00+00:00,290,105,1027,348
2026-04-15 00:00:00+00:00,260,78,1300,507
2026-04-16 00:00:00+00:00,326,82,1095,310
2026-04-17 00:00:00+00:00,619,164,1369,243
2026-04-18 00:00:00+00:00,79,34,256,78
