referrer,views_total,views_unique
github.com,5749,828
Google,1145,522
Bing,165,74
Baidu,96,45
chatgpt.com,74,31
linkedin.com,48,30
cncf.io,45,14
theriseunion.com,43,20
search.brave.com,33,14
link.zhihu.com,26,18
