time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-22 00:00:00+00:00,1440,333,773,205
2026-07-23 00:00:00+00:00,1949,285,753,238
2026-07-24 00:00:00+00:00,2696,324,939,232
2026-07-25 00:00:00+00:00,3729,222,342,122
2026-07-26 00:00:00+00:00,1331,236,311,96
2026-07-27 00:00:00+00:00,1337,350,1310,323
2026-07-28 00:00:00+00:00,1828,402,1728,335
2026-07-29 00:00:00+00:00,1541,369,2241,354
2026-07-30 00:00:00+00:00,1120,309,1497,357
2026-07-31 00:00:00+00:00,1640,359,2209,342
2026-08-01 00:00:00+00:00,1817,330,1278,196
2026-08-02 00:00:00+00:00,4441,323,1208,184
2026-08-03 00:00:00+00:00,2795,551,2956,389
2026-08-04 00:00:00+00:00,1797,418,2908,466
