time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-07 00:00:00+00:00,695,131,1328,284
2026-09-08 00:00:00+00:00,1658,100,1015,316
2026-09-09 00:00:00+00:00,835,239,1336,343
2026-09-10 00:00:00+00:00,1030,397,1076,324
2026-09-11 00:00:00+00:00,903,185,1338,281
2026-09-12 00:00:00+00:00,484,113,344,130
2026-09-13 00:00:00+00:00,403,77,684,130
2026-09-14 00:00:00+00:00,3283,317,1527,343
2026-09-15 00:00:00+00:00,1898,257,1289,300
2026-09-16 00:00:00+00:00,527,147,1022,323
2026-09-17 00:00:00+00:00,589,129,1090,312
2026-09-18 00:00:00+00:00,1232,164,984,236
2026-09-19 00:00:00+00:00,242,103,482,123
2026-09-20 00:00:00+00:00,750,201,1359,255
