referrer,views_total,views_unique
github.com,2479,381
Google,1259,466
Bing,340,82
linkedin.com,54,12
link.zhihu.com,47,26
jimmysong.io,46,32
Baidu,45,24
statics.teams.cdn.office.net,33,18
theriseunion.com,23,16
search.brave.com,22,6
