time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,4441,323,1208,184
2026-08-03 00:00:00+00:00,2795,551,2956,389
2026-08-04 00:00:00+00:00,1797,418,2908,466
2026-08-05 00:00:00+00:00,1965,398,1833,456
2026-08-06 00:00:00+00:00,2352,403,2586,413
2026-08-07 00:00:00+00:00,1460,233,2493,396
2026-08-08 00:00:00+00:00,1512,309,1543,277
2026-08-09 00:00:00+00:00,1142,302,1372,235
2026-08-10 00:00:00+00:00,3652,387,3317,413
2026-08-11 00:00:00+00:00,1685,348,2575,354
2026-08-12 00:00:00+00:00,1221,293,1945,367
2026-08-13 00:00:00+00:00,1625,335,2453,429
2026-08-14 00:00:00+00:00,2153,352,1420,326
2026-08-15 00:00:00+00:00,570,177,791,188
