time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-17 00:00:00+00:00,619,164,1369,243
2026-04-18 00:00:00+00:00,79,34,256,78
2026-04-19 00:00:00+00:00,193,20,242,68
2026-04-20 00:00:00+00:00,239,95,1049,247
2026-04-21 00:00:00+00:00,177,72,897,241
2026-04-22 00:00:00+00:00,652,217,693,198
2026-04-23 00:00:00+00:00,485,116,869,219
2026-04-24 00:00:00+00:00,428,144,1242,245
2026-04-25 00:00:00+00:00,148,51,355,90
2026-04-26 00:00:00+00:00,61,30,204,78
2026-04-27 00:00:00+00:00,585,152,1222,234
2026-04-28 00:00:00+00:00,913,203,984,255
2026-04-29 00:00:00+00:00,1244,163,1023,219
2026-04-30 00:00:00+00:00,769,157,1127,237
