referrer,views_total,views_unique
github.com,1813,438
Google,830,475
Bing,170,68
Baidu,47,25
chatgpt.com,44,19
kubernetes.io,31,1
link.zhihu.com,28,12
cncf.io,23,8
theriseunion.com,19,13
jimmysong.io,18,15
