referrer,views_total,views_unique
github.com,1842,438
Google,789,400
Bing,145,50
Baidu,95,30
linkedin.com,46,27
link.zhihu.com,34,14
doubao.com,27,8
statics.teams.cdn.office.net,15,12
cncf.io,14,7
theriseunion.com,10,6
