referrer,views_total,views_unique
github.com,1549,244
Google,1258,379
Bing,205,56
Baidu,94,19
c.100credit.cn,63,1
link.zhihu.com,49,16
theriseunion.com,35,17
dynamia.ai,27,4
yandex.ru,16,7
DuckDuckGo,14,7
