time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,1007,185,1380,365
2026-08-27 00:00:00+00:00,1228,244,2179,509
2026-08-28 00:00:00+00:00,523,201,1381,224
2026-08-29 00:00:00+00:00,248,126,1076,143
2026-08-30 00:00:00+00:00,1146,96,1066,154
2026-08-31 00:00:00+00:00,1147,198,1603,286
2026-09-01 00:00:00+00:00,1488,238,1996,281
2026-09-02 00:00:00+00:00,1111,225,1867,278
2026-09-03 00:00:00+00:00,589,115,1221,300
2026-09-04 00:00:00+00:00,617,158,1076,288
2026-09-05 00:00:00+00:00,2190,90,560,100
2026-09-06 00:00:00+00:00,209,33,666,141
2026-09-07 00:00:00+00:00,695,131,1328,284
2026-09-08 00:00:00+00:00,1658,100,1015,316
