time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-20 00:00:00+00:00,77,32,875,291
2025-10-21 00:00:00+00:00,169,42,1065,283
2025-10-22 00:00:00+00:00,156,42,1364,339
2025-10-23 00:00:00+00:00,139,42,978,275
2025-10-24 00:00:00+00:00,275,43,1200,251
2025-10-25 00:00:00+00:00,97,18,303,104
2025-10-26 00:00:00+00:00,62,17,262,99
2025-10-27 00:00:00+00:00,90,32,1268,326
2025-10-28 00:00:00+00:00,129,51,1454,456
2025-10-29 00:00:00+00:00,246,57,1436,386
2025-10-30 00:00:00+00:00,153,52,1347,359
2025-10-31 00:00:00+00:00,75,40,984,292
2025-11-01 00:00:00+00:00,31,19,390,115
2025-11-02 00:00:00+00:00,62,15,176,70
