time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,97,59,970,281
2026-03-24 00:00:00+00:00,46,24,1162,310
2026-03-25 00:00:00+00:00,113,49,1013,271
2026-03-26 00:00:00+00:00,219,69,1039,315
2026-03-27 00:00:00+00:00,80,31,1023,300
2026-03-28 00:00:00+00:00,47,23,300,129
2026-03-29 00:00:00+00:00,68,35,266,120
2026-03-30 00:00:00+00:00,185,101,1111,293
2026-03-31 00:00:00+00:00,247,84,1049,277
2026-04-01 00:00:00+00:00,132,44,992,258
2026-04-02 00:00:00+00:00,213,67,993,236
2026-04-03 00:00:00+00:00,148,61,825,210
2026-04-04 00:00:00+00:00,108,45,258,96
2026-04-05 00:00:00+00:00,21,18,174,67
