referrer,views_total,views_unique
github.com,1637,256
Google,1375,413
Bing,245,63
Baidu,103,23
c.100credit.cn,66,1
link.zhihu.com,55,21
dynamia.ai,50,5
theriseunion.com,38,20
bgithub.xyz,32,2
DuckDuckGo,14,7
