time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-06 00:00:00+00:00,1121,327,992,265
2026-07-07 00:00:00+00:00,415,150,1001,277
2026-07-08 00:00:00+00:00,1971,288,1106,261
2026-07-09 00:00:00+00:00,2314,309,1183,242
2026-07-10 00:00:00+00:00,3182,343,951,221
2026-07-11 00:00:00+00:00,2153,205,239,103
2026-07-12 00:00:00+00:00,1709,215,190,71
2026-07-13 00:00:00+00:00,3122,338,1107,245
2026-07-14 00:00:00+00:00,2700,315,901,280
2026-07-15 00:00:00+00:00,2221,292,766,215
2026-07-16 00:00:00+00:00,1831,315,914,281
2026-07-17 00:00:00+00:00,2704,312,1143,233
2026-07-18 00:00:00+00:00,1484,272,433,124
2026-07-19 00:00:00+00:00,1358,334,346,146
