time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-04 00:00:00+00:00,197,65,1227,267
2026-02-05 00:00:00+00:00,134,65,944,279
2026-02-06 00:00:00+00:00,174,67,942,210
2026-02-07 00:00:00+00:00,97,20,266,101
2026-02-08 00:00:00+00:00,21,17,163,98
2026-02-09 00:00:00+00:00,216,41,822,231
2026-02-10 00:00:00+00:00,46,31,650,240
2026-02-11 00:00:00+00:00,243,64,869,215
2026-02-12 00:00:00+00:00,178,82,731,201
2026-02-13 00:00:00+00:00,108,49,331,119
2026-02-14 00:00:00+00:00,41,17,4384,108
2026-02-15 00:00:00+00:00,13,8,129,65
2026-02-16 00:00:00+00:00,37,33,101,50
2026-02-17 00:00:00+00:00,58,19,197,96
