time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-17 00:00:00+00:00,19,13,233,91
2026-01-18 00:00:00+00:00,13,12,147,97
2026-01-19 00:00:00+00:00,222,67,1335,295
2026-01-20 00:00:00+00:00,2828,119,2162,579
2026-01-21 00:00:00+00:00,203,80,1403,344
2026-01-22 00:00:00+00:00,125,62,1362,315
2026-01-23 00:00:00+00:00,228,66,1384,271
2026-01-24 00:00:00+00:00,95,51,283,105
2026-01-25 00:00:00+00:00,41,20,322,153
2026-01-26 00:00:00+00:00,222,83,1419,320
2026-01-27 00:00:00+00:00,208,82,1100,245
2026-01-28 00:00:00+00:00,165,52,1378,288
2026-01-29 00:00:00+00:00,324,107,1246,239
2026-01-30 00:00:00+00:00,247,79,893,236
