referrer,views_total,views_unique
github.com,6180,826
Google,1509,592
Bing,223,83
cncf.io,119,31
Baidu,110,52
chatgpt.com,80,22
theriseunion.com,39,17
search.brave.com,29,14
linkedin.com,23,10
jimmysong.io,22,11
