referrer,views_total,views_unique
github.com,1921,454
Google,787,444
Bing,166,75
Baidu,75,32
theriseunion.com,37,13
link.zhihu.com,34,16
jimmysong.io,32,24
kubernetes.io,31,1
aws.amazon.com,28,6
chatgpt.com,26,13
