referrer,views_total,views_unique
github.com,2240,379
Google,1299,459
Bing,218,64
jimmysong.io,57,42
link.zhihu.com,52,22
theriseunion.com,39,14
search.brave.com,32,7
Baidu,31,16
hellogithub.com,27,6
aws.amazon.com,22,11
