referrer,views_total,views_unique
github.com,2372,419
Google,1406,481
Bing,175,66
jimmysong.io,72,50
theriseunion.com,55,15
link.zhihu.com,42,21
Baidu,32,17
search.brave.com,31,6
hellogithub.com,25,6
project-hami.io,23,5
