referrer,views_total,views_unique
github.com,2632,434
Google,1534,518
Bing,361,87
jimmysong.io,73,47
linkedin.com,43,2
link.zhihu.com,41,24
bgithub.xyz,34,2
Baidu,31,19
statics.teams.cdn.office.net,28,16
search.brave.com,21,5
