url_path,views_total,views_unique
/Project-HAMi/HAMi/pulls,3731,241
/Project-HAMi/HAMi,3071,1408
/Project-HAMi/HAMi/issues,2603,415
/project-hami/hami,882,587
/Project-HAMi/HAMi/issues/2125,567,278
/Project-HAMi/HAMi/issues/2126,486,223
/Project-HAMi/HAMi/blob/master/README_cn.md,469,284
/Project-HAMi/HAMi/issues/1662,464,242
/Project-HAMi/HAMi/pull/1773,175,18
/Project-HAMi/HAMi/tree/master,119,86
