url_path,views_total,views_unique
/Project-HAMi/HAMi/pulls,2196,144
/Project-HAMi/HAMi,2137,1008
/Project-HAMi/HAMi/issues,1250,226
/project-hami/hami,697,493
/Project-HAMi/HAMi/blob/master/README_cn.md,450,280
/Project-HAMi/HAMi/issues/2764,193,67
/Project-HAMi/HAMi/pull/2723,135,24
/Project-HAMi/HAMi/releases/tag/v2.10.0,134,80
/Project-HAMi/HAMi/tree/master,120,77
/Project-HAMi/HAMi/releases,119,83
