referrer,views_total,views_unique
github.com,1826,241
Google,1734,468
Bing,293,85
Baidu,107,43
c.100credit.cn,58,1
theriseunion.com,48,28
link.zhihu.com,47,25
dynamia.ai,35,5
bgithub.xyz,33,3
qianwen.com,27,6
