referrer,views_total,views_unique
github.com,2415,445
Google,1386,480
Bing,352,77
jimmysong.io,79,53
link.zhihu.com,63,28
bgithub.xyz,34,2
Baidu,31,18
doubao.com,28,7
statics.teams.cdn.office.net,27,17
aws.amazon.com,26,5
