referrer,views_total,views_unique
github.com,5877,849
Google,1223,561
Bing,163,70
Baidu,96,44
chatgpt.com,86,29
cncf.io,61,20
theriseunion.com,45,21
linkedin.com,42,27
search.brave.com,34,14
link.zhihu.com,24,16
