referrer,views_total,views_unique
github.com,7409,910
Google,1662,579
Bing,183,85
linkedin.com,84,32
Baidu,69,26
cncf.io,61,26
chatgpt.com,40,16
search.brave.com,25,8
com.linkedin.android,24,21
link.zhihu.com,22,14
