referrer,views_total,views_unique
github.com,8646,975
Google,1866,604
Bing,190,86
Baidu,79,27
linkedin.com,76,25
cncf.io,67,29
chatgpt.com,33,14
teams.public.onecdn.static.microsoft,27,13
com.linkedin.android,23,20
search.brave.com,22,7
