referrer,views_total,views_unique
github.com,2576,454
Google,1527,517
Bing,331,82
jimmysong.io,83,53
link.zhihu.com,44,24
linkedin.com,38,2
Baidu,34,20
bgithub.xyz,34,2
statics.teams.cdn.office.net,28,16
search.brave.com,26,6
