time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-25 00:00:00+00:00,148,51,355,90
2026-04-26 00:00:00+00:00,61,30,204,78
2026-04-27 00:00:00+00:00,585,152,1222,234
2026-04-28 00:00:00+00:00,913,203,984,255
2026-04-29 00:00:00+00:00,1244,163,1023,219
2026-04-30 00:00:00+00:00,769,157,1127,237
2026-05-01 00:00:00+00:00,104,31,265,83
2026-05-02 00:00:00+00:00,176,61,202,66
2026-05-03 00:00:00+00:00,61,30,184,81
2026-05-04 00:00:00+00:00,153,37,217,82
2026-05-05 00:00:00+00:00,81,57,188,82
2026-05-06 00:00:00+00:00,521,179,823,216
2026-05-07 00:00:00+00:00,236,99,868,241
2026-05-08 00:00:00+00:00,327,120,1371,277
