time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-18 00:00:00+00:00,1562,415,1655,359
2026-08-19 00:00:00+00:00,1741,335,1374,338
2026-08-20 00:00:00+00:00,2487,446,1974,363
2026-08-21 00:00:00+00:00,1567,224,1802,303
2026-08-22 00:00:00+00:00,574,259,445,144
2026-08-23 00:00:00+00:00,473,138,710,165
2026-08-24 00:00:00+00:00,1373,182,1617,335
2026-08-25 00:00:00+00:00,1176,247,1883,356
2026-08-26 00:00:00+00:00,1007,185,1380,365
2026-08-27 00:00:00+00:00,1228,244,2179,509
2026-08-28 00:00:00+00:00,523,201,1381,224
2026-08-29 00:00:00+00:00,248,126,1076,143
2026-08-30 00:00:00+00:00,1146,96,1066,154
2026-08-31 00:00:00+00:00,1147,198,1603,286
