referrer,views_total,views_unique
github.com,2402,561
Google,859,468
Bing,145,73
project-hami.github.io,88,9
Baidu,42,23
jimmysong.io,39,16
t.co,37,28
cncf.io,35,22
linkedin.com,29,26
doubao.com,26,11
