time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-16 00:00:00+00:00,45,31,13,8
2026-02-17 00:00:00+00:00,41,25,91,11
2026-02-18 00:00:00+00:00,48,27,45,14
2026-02-19 00:00:00+00:00,34,21,58,10
2026-02-20 00:00:00+00:00,39,25,55,10
2026-02-21 00:00:00+00:00,23,19,4,4
2026-02-22 00:00:00+00:00,29,21,18,10
2026-02-23 00:00:00+00:00,47,24,50,13
2026-02-24 00:00:00+00:00,102,49,198,32
2026-02-25 00:00:00+00:00,100,49,190,39
2026-02-26 00:00:00+00:00,86,40,236,44
2026-02-27 00:00:00+00:00,49,38,157,39
2026-02-28 00:00:00+00:00,56,41,161,21
2026-03-01 00:00:00+00:00,29,27,14,11
