referrer,views_total,views_unique
github.com,734,129
Google,92,32
Bing,23,9
doubao.com,9,2
statics.teams.cdn.office.net,4,1
chatgpt.com,2,1
Baidu,1,1
com.slack,1,1
git.slo,1,1
git.xiaojukeji.com,1,1
