referrer,views_total,views_unique
github.com,382,79
Google,142,35
Bing,27,12
volcano.sh,24,3
mdnice.com,16,1
2github.com,3,2
Baidu,3,2
data-science-dev.wildberries.ru,2,1
nio.feishu.cn,2,1
i.zte.com.cn,1,1
