referrer,views_total,views_unique
github.com,515,106
Google,123,47
Bing,16,10
chatgpt.com,15,6
search.brave.com,10,1
Baidu,2,1
cloudthrill.ca,2,1
link.zhihu.com,1,1
lixueduan.com,1,1
teams.public.onecdn.static.microsoft,1,1
