time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-21 00:00:00+00:00,45,39,96,20
2026-01-22 00:00:00+00:00,72,44,121,36
2026-01-23 00:00:00+00:00,72,57,104,30
2026-01-24 00:00:00+00:00,28,26,11,11
2026-01-25 00:00:00+00:00,19,18,5,5
2026-01-26 00:00:00+00:00,70,59,93,26
2026-01-27 00:00:00+00:00,65,54,88,28
2026-01-28 00:00:00+00:00,61,52,114,28
2026-01-29 00:00:00+00:00,71,54,120,33
2026-01-30 00:00:00+00:00,75,52,110,38
2026-01-31 00:00:00+00:00,33,25,16,14
2026-02-01 00:00:00+00:00,38,36,31,9
2026-02-02 00:00:00+00:00,50,40,76,34
2026-02-03 00:00:00+00:00,73,64,203,45
