referrer,views_total,views_unique
github.com,515,114
Google,43,20
Bing,13,7
ohmygpt.com,8,1
chatgpt.com,5,2
cooper.didichuxing.com,3,1
Baidu,1,1
DuckDuckGo,1,1
notebooks.githubusercontent.com,1,1
statics.teams.cdn.office.net,1,1
