time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-09 00:00:00+00:00,111,86,66,28
2026-04-10 00:00:00+00:00,81,63,183,32
2026-04-11 00:00:00+00:00,40,35,31,11
2026-04-12 00:00:00+00:00,25,22,77,20
2026-04-13 00:00:00+00:00,79,64,94,31
2026-04-14 00:00:00+00:00,77,51,113,30
2026-04-15 00:00:00+00:00,57,47,95,37
2026-04-16 00:00:00+00:00,173,81,315,30
2026-04-17 00:00:00+00:00,204,116,219,33
2026-04-18 00:00:00+00:00,43,33,24,9
2026-04-19 00:00:00+00:00,35,31,41,10
2026-04-20 00:00:00+00:00,133,55,171,30
2026-04-21 00:00:00+00:00,93,45,126,33
2026-04-22 00:00:00+00:00,301,199,188,37
