time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-02 00:00:00+00:00,50,40,76,34
2026-02-03 00:00:00+00:00,73,64,203,45
2026-02-04 00:00:00+00:00,114,57,226,42
2026-02-05 00:00:00+00:00,59,45,198,45
2026-02-06 00:00:00+00:00,58,50,113,27
2026-02-07 00:00:00+00:00,26,24,60,8
2026-02-08 00:00:00+00:00,24,22,33,13
2026-02-09 00:00:00+00:00,48,32,107,34
2026-02-10 00:00:00+00:00,49,39,122,36
2026-02-11 00:00:00+00:00,76,58,57,30
2026-02-12 00:00:00+00:00,68,52,216,25
2026-02-13 00:00:00+00:00,87,57,159,20
2026-02-14 00:00:00+00:00,25,24,119,14
2026-02-15 00:00:00+00:00,23,21,12,8
