referrer,views_total,views_unique
github.com,698,127
Google,60,26
theriseunion.com,15,2
Bing,12,7
ohmygpt.com,8,1
chatgpt.com,7,3
doubao.com,6,1
cooper.didichuxing.com,3,1
linkedin.atlassian.net,2,1
Baidu,1,1
