referrer,views_total,views_unique
github.com,478,89
Google,167,35
Bing,19,8
dt-rnd.atlassian.net,4,1
theriseunion.com,2,2
c.100credit.cn,2,1
data-science-dev.wildberries.ru,2,1
lm.facebook.com,2,1
bgithub.xyz,1,1
cnblogs.com,1,1
