time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-25 00:00:00+00:00,68,47,19,9
2026-07-26 00:00:00+00:00,69,43,46,14
2026-07-27 00:00:00+00:00,202,111,104,30
2026-07-28 00:00:00+00:00,353,161,101,30
2026-07-29 00:00:00+00:00,325,186,127,35
2026-07-30 00:00:00+00:00,272,144,306,54
2026-07-31 00:00:00+00:00,164,155,185,42
2026-08-01 00:00:00+00:00,139,122,76,20
2026-08-02 00:00:00+00:00,303,115,65,13
2026-08-03 00:00:00+00:00,359,314,143,31
2026-08-04 00:00:00+00:00,317,233,169,45
2026-08-05 00:00:00+00:00,185,157,167,43
2026-08-06 00:00:00+00:00,386,268,206,32
2026-08-07 00:00:00+00:00,279,249,123,27
