time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-19 00:00:00+00:00,131,100,47,25
2026-05-20 00:00:00+00:00,102,82,76,31
2026-05-21 00:00:00+00:00,74,42,68,19
2026-05-22 00:00:00+00:00,83,62,128,23
2026-05-23 00:00:00+00:00,93,65,16,7
2026-05-24 00:00:00+00:00,80,41,2,2
2026-05-25 00:00:00+00:00,167,92,203,22
2026-05-26 00:00:00+00:00,128,91,138,31
2026-05-27 00:00:00+00:00,116,98,65,29
2026-05-28 00:00:00+00:00,58,49,66,23
2026-05-29 00:00:00+00:00,74,56,80,21
2026-05-30 00:00:00+00:00,62,38,64,17
2026-05-31 00:00:00+00:00,44,34,23,12
2026-06-01 00:00:00+00:00,63,59,83,25
