time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-27 00:00:00+00:00,65,54,88,28
2026-01-28 00:00:00+00:00,61,52,114,28
2026-01-29 00:00:00+00:00,71,54,120,33
2026-01-30 00:00:00+00:00,75,52,110,38
2026-01-31 00:00:00+00:00,33,25,16,14
2026-02-01 00:00:00+00:00,38,36,31,9
2026-02-02 00:00:00+00:00,50,40,76,34
2026-02-03 00:00:00+00:00,73,64,203,45
2026-02-04 00:00:00+00:00,114,57,226,42
2026-02-05 00:00:00+00:00,59,45,198,45
2026-02-06 00:00:00+00:00,58,50,113,27
2026-02-07 00:00:00+00:00,26,24,60,8
2026-02-08 00:00:00+00:00,24,22,33,13
2026-02-09 00:00:00+00:00,48,32,107,34
