time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-28 00:00:00+00:00,56,41,161,21
2026-03-01 00:00:00+00:00,29,27,14,11
2026-03-02 00:00:00+00:00,65,53,84,36
2026-03-03 00:00:00+00:00,45,35,92,33
2026-03-04 00:00:00+00:00,42,35,83,21
2026-03-05 00:00:00+00:00,61,55,136,38
2026-03-06 00:00:00+00:00,68,60,70,22
2026-03-07 00:00:00+00:00,33,30,18,11
2026-03-08 00:00:00+00:00,25,23,14,7
2026-03-09 00:00:00+00:00,63,54,92,25
2026-03-10 00:00:00+00:00,74,67,63,27
2026-03-11 00:00:00+00:00,58,51,76,26
2026-03-12 00:00:00+00:00,53,44,143,28
2026-03-13 00:00:00+00:00,46,37,88,22
