referrer,views_total,views_unique
github.com,820,136
Google,94,29
Bing,24,8
doubao.com,5,1
statics.teams.cdn.office.net,4,1
Baidu,2,2
git.xiaojukeji.com,1,1
jira.suvanet.ch,1,1
jira.zstack.io,1,1
l.facebook.com,1,1
