time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-27 00:00:00+00:00,61,51,194,35
2025-11-28 00:00:00+00:00,87,50,137,33
2025-11-29 00:00:00+00:00,27,25,31,12
2025-11-30 00:00:00+00:00,30,27,35,14
2025-12-01 00:00:00+00:00,82,73,98,37
2025-12-02 00:00:00+00:00,114,73,280,41
2025-12-03 00:00:00+00:00,106,86,164,49
2025-12-04 00:00:00+00:00,67,48,255,65
2025-12-05 00:00:00+00:00,66,56,159,41
2025-12-06 00:00:00+00:00,41,39,34,13
2025-12-07 00:00:00+00:00,26,24,25,16
2025-12-08 00:00:00+00:00,157,130,203,51
2025-12-09 00:00:00+00:00,116,82,148,39
2025-12-10 00:00:00+00:00,59,50,158,36
