referrer,views_total,views_unique
github.com,962,147
Google,144,52
Bing,32,10
chatgpt.com,19,7
teams.public.onecdn.static.microsoft,8,4
yandex.ru,4,1
dynamia-ai.feishu.cn,2,1
lixueduan.com,2,1
claude.ai,1,1
confluence.sec.samsung.net,1,1
