referrer,views_total,views_unique
github.com,756,134
Google,97,31
Bing,25,9
doubao.com,9,2
statics.teams.cdn.office.net,4,1
Baidu,2,2
chatgpt.com,2,1
git.xiaojukeji.com,1,1
jira.zstack.io,1,1
l.facebook.com,1,1
